"adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Platform_ORF","GO.Function","GO.Process","GO.Component","Chromosome.annotation"
0.999975947221547,0.48360871803995,0.73668351746164,-4.59828266384806,2.1315902712238,"Z5161///ECs4608","hypothetical protein///hypothetical protein","Z5161","","","","NC_002655.2 (4708122..4708499, complement)///NC_002695.1 (4639139..4639453, complement)"
0.999975947221547,0.483898528420239,-0.736178454709378,-4.59828801691628,-0.347559910698084,"dadX///dadX///dadX///dadX","alanine racemase///alanine racemase///alanine racemase, catabolic, PLP-binding///pseudo","b1190","","alanine biosynthetic process///cellular amino acid catabolic process","","NC_004431.1 (1476306..1477376)///NC_002655.2 (1771806..1772876)///NC_000913.3 (1238879..1239949)///NC_002695.1 (1680399..1681470)"
0.999975947221547,0.484063965305566,-0.73589023097781,-4.59829107054029,-0.370917185070859,"yciG///yciG///ECs1831","hypothetical protein///KGG family protein///hypothetical protein","b1259","","","","NC_002655.2 (2270098..2270301)///NC_000913.3 (1315856..1316035, complement)///NC_002695.1 (1816876..1817055, complement)"
0.999975947221547,0.484131683951581,0.735772270353121,-4.59829232003654,0.6823805832832,"mscM","mechanosensitive channel protein, miniconductance","b4159","","","periplasmic space","NC_000913.3 (4386047..4389370, complement)"
0.999975947221547,0.484158306138024,-0.735725899533555,-4.59829281117855,-1.39821091267265,"relA///relA///relA","GDP/GTP pyrophosphokinase///GDP/GTP pyrophosphokinase///GDP/GTP pyrophosphokinase","Z4099","","","","NC_004431.1 (3186235..3188469, complement)///NC_002655.2 (3701114..3703348, complement)///NC_002695.1 (3633816..3636050, complement)"
0.999975947221547,0.484222433004924,0.735614209508644,-4.59829399406337,0.638561731848096,"yaaH///yaaH///satP///ECs0010","hypothetical protein///hypothetical protein///succinate-acetate transporter///hypothetical protein","b0010","","","","NC_004431.1 (10716..11282, complement)///NC_002655.2 (9945..10511, complement)///NC_000913.3 (9928..10494, complement)///NC_002695.1 (9945..10511, complement)"
0.999975947221547,0.484427859366525,-0.735256482851087,-4.5982977817816,-0.355363363902526,"wzxB","putative polisoprenol-linked O-antigen transporter","b2037","","O antigen biosynthetic process","organelle inner membrane///peptidoglycan-based cell wall","NC_000913.3 (2108337..2109584, complement)"
0.999975947221547,0.484447249890466,-0.735222721594041,-4.59829813918617,-0.83185522123622,"yiaH///wecH///ECs4444","hypothetical protein///O-acetyltransferase for enterobacterial common antigen (ECA)///hypothetical protein","b3561","","","","NC_002655.2 (4539286..4540281)///NC_000913.3 (3725887..3726882)///NC_002695.1 (4472057..4473052)"
0.999975947221547,0.48458782047092,0.734977997619964,-4.59830072953123,0.636787679948782,"hcaD///hcaD///ECs3408","phenylpropionate dioxygenase ferredoxin reductase subunit///phenylpropionate dioxygenase, ferredoxin reductase subunit///3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD+ reductase component","b2542","","carbohydrate catabolic process","","NC_002655.2 (3462386..3463588)///NC_000913.3 (2672047..2673249)///NC_002695.1 (3392548..3393750)"
0.999975947221547,0.484684569022001,-0.734809591892249,-4.59830251169796,-0.686100768298816,"pgi///pgi///pgi///pgi","glucose-6-phosphate isomerase///glucose-6-phosphate isomerase///glucosephosphate isomerase///glucose-6-phosphate isomerase","b4025","","gluconeogenesis///glycolytic process","cytoplasm","NC_004431.1 (4769432..4771081)///NC_002655.2 (5117004..5118653)///NC_000913.3 (4233758..4235407)///NC_002695.1 (5087018..5088667)"
0.999975947221547,0.484894625661576,0.73444403181963,-4.59830637923359,1.07617400325808,"yafL///ECs0254","lipoprotein///lipoprotein","Z0287","","","","NC_002655.2 (284678..285427)///NC_002695.1 (284677..285426)"
0.999975947221547,0.485147068744186,-0.734004844130753,-4.59831102386131,-1.69818330887885,"ECs0826","hypothetical protein","ECs0826","","","","NC_002695.1 (906387..906599)"
0.999975947221547,0.485223514969742,0.733871876381194,-4.59831242965856,0.539782983943548,"yhaB///yhaB///ECs4000","hypothetical protein///uncharacterized protein///hypothetical protein","b3120","","","","NC_002655.2 (4074678..4075238)///NC_000913.3 (3267854..3268393)///NC_002695.1 (4007462..4008022)"
0.999975947221547,0.485238227229441,-0.733846287992351,-4.59831270016949,-0.912038259079458,"ECs5267","hypothetical protein","ECs5267","","","","NC_002695.1 (5391157..5391399, complement)"
0.999975947221547,0.485278089900933,-0.733776959146475,-4.59831343305344,-0.565945489736558,"uvrB///uvrB///uvrB///ECs0857","excinuclease ABC subunit B///excinuclease ABC subunit B///exision nuclease of nucleotide excision repair, DNA damage recognition component///excinuclease ABC subunit B","b0779","","DNA catabolic process///DNA repair///SOS response///response to radiation","cytoplasm","NC_004431.1 (836301..838322)///NC_002655.2 (937545..939566)///NC_000913.3 (813526..815547)///NC_002695.1 (935892..937913)"
0.999975947221547,0.485442019655974,0.733491892984693,-4.59831644598868,0.604898286042516,"ygfP///ygfP///guaD///ECs3756","guanine deaminase///guanine deaminase///guanine deaminase///guanine deaminase","b2883","","","","NC_004431.1 (3321909..3323348)///NC_002655.2 (3831224..3832543)///NC_000913.3 (3025766..3027085)///NC_002695.1 (3763916..3765235)"
0.999975947221547,0.485456138984397,-0.733467343081795,-4.59831670542245,-1.74016337500958,"lacY///lacY","galactoside permease///galactoside permease","Z3623","","","","NC_002655.2 (3271931..3273178, complement)///NC_002695.1 (3201975..3203222, complement)"
0.999975947221547,0.485573523112125,-0.733263260180327,-4.59831886184358,-1.02143054975545,"ybiL","catecholate siderophore receptor Fiu","c0890","","","","NC_004431.1 (861744..864026, complement)"
0.999975947221547,0.485773839667662,-0.732915066311238,-4.59832253997953,-1.76226982447039,"pepP","proline aminopeptidase P II","c3490","","","","NC_004431.1 (3349467..3350792, complement)"
0.999975947221547,0.485774986696751,0.732913072795015,-4.59832256103428,1.37467413636195,"yjjW","hypothetical protein","c5462","","","","NC_004431.1 (5203398..5204261, complement)"
0.999975947221547,0.486070541095742,0.732399507071344,-4.59832798371397,1.67930892939166,"Z5646///ECs5030","hypothetical protein///hypothetical protein","Z5646","","","","NC_002655.2 (5143490..5144446)///NC_002695.1 (5113504..5114400)"
0.999975947221547,0.486132026756507,0.732292693089766,-4.59832911119871,0.889937891282255,"c3146///pinR///pinQ","DNA-invertase from lambdoid prophage Rac///Rac prophage; putative site-specific recombinase///Qin prophage; putative site-specific recombinase","b1374","","","","NC_004431.1 (3021386..3021976)///NC_000913.3 (1433084..1433674, complement)///NC_000913.3 (1633622..1634212)"
0.999975947221547,0.48617061838517,-0.732225655539839,-4.59832981875786,-0.811120274082236,"lldR","DNA-binding transcriptional repressor LldR","c4426","","","","NC_004431.1 (4213372..4214163)"
0.999975947221547,0.486243852356421,0.732098450314122,-4.59833116123582,0.417793107711471,"c2203","hypothetical protein","c2203","","","","NC_004431.1 (2036655..2037146)"
0.999975947221547,0.486269296619246,-0.732054257320037,-4.59833162759251,-1.72598993822794,"Z3077///Z6030///Z2346///Z2145///Z1915///Z1379///ECs2161///ECs1806///ECs1121","tail fiber component J of prophage CP-933U///tail component of cryptic prophage CP-933P///phage tail protein encoded by prophage CP-933R///tail component of prophage CP-933O///tail protein (partial) of prophage CP-933X///tail component encoded by cryptic prophage CP-933M; partial///host specificity protein///host specificity protein///host specificity protein","Z1915","","","","NC_002655.2 (2748365..2751844, complement)///NC_002655.2 (2291363..2292718, complement)///NC_002655.2 (2123826..2124359, complement)///NC_002655.2 (1921846..1925322)///NC_002655.2 (1737105..1738271)///NC_002655.2 (1288074..1289009)///NC_002695.1 (2163056..2166535, complement)///NC_002695.1 (1794635..1798111)///NC_002695.1 (1203337..1206810)"
0.999975947221547,0.486307993822353,-0.731987048788957,-4.59833233678619,-1.70379296177664,"pgtP","transporter protein","c5201","","","","NC_004431.1 (4953985..4955349, complement)"
0.999975947221547,0.486634748150477,0.731419687723321,-4.5983383217471,0.630912253470628,"csiD","carbon starvation protein","b2659","","","","NC_000913.3 (2788985..2789962)"
0.999975947221547,0.48668096151365,0.731339465081284,-4.59833916772137,1.62874974456606,"Z4851","hypothetical protein","Z4851","","","","NC_002655.2 (4401322..4402044)"
0.999975947221547,0.486794903181375,0.731141692870929,-4.59834125300263,1.22363571190514,"gnd///ECs2830","6-phosphogluconate dehydrogenase///6-phosphogluconate dehydrogenase","Z3191","","","","NC_002655.2 (2842138..2843544, complement)///NC_002695.1 (2771925..2773331, complement)"
0.999975947221547,0.486935010712059,0.730898545187287,-4.59834381614664,1.68593068941855,"Z2058///ECs1778","hypothetical protein///hypothetical protein","Z2058","","","","NC_002655.2 (1863651..1864193)///NC_002695.1 (1771723..1772253)"
0.999975947221547,0.487072397255301,-0.730660163977636,-4.59834632843475,-1.10413814217845,"recQ","ATP-dependent DNA helicase RecQ","c4744","","","","NC_004431.1 (4510278..4512113)"
0.999975947221547,0.487338277474411,-0.730198956381016,-4.59835118736394,-0.673216505145215,"c2489///c0468","transferase///transferase","b0359","","","","NC_004431.1 (2329640..2330164)///NC_004431.1 (457480..458004, complement)"
0.999975947221547,0.487380684885601,0.730125409801656,-4.59835196198507,1.5732015718558,"wcaK///ECs2850","pyruvyl transferase///pyruvyl transferase","Z3209","","","","NC_002655.2 (2862718..2863998, complement)///NC_002695.1 (2792504..2793784, complement)"
0.999975947221547,0.487418741284678,-0.730059412678319,-4.5983526570434,-0.78581636482506,"c2059///Z2694///ydhR///ECs2374","hypothetical protein///hypothetical protein///putative monooxygenase///hypothetical protein","b1667","","","","NC_004431.1 (1902839..1903144)///NC_002655.2 (2421607..2421912)///NC_000913.3 (1746700..1747005)///NC_002695.1 (2346411..2346716)"
0.999975947221547,0.487501586080846,-0.729915755481349,-4.59835416982989,-1.34288403225873,"pheP///ECs0614","phenylalanine transporter///phenylalanine transporter","Z0715","","","","NC_002655.2 (684270..685646)///NC_002695.1 (684488..685864)"
0.999975947221547,0.487554994925267,-0.729823150207582,-4.59835514489612,-0.615873740170734,"yqjK///Z4454///yqjK///ECs3982","hypothetical protein///hypothetical protein///uncharacterized protein///hypothetical protein","b3100","","","","NC_004431.1 (3690073..3690372)///NC_002655.2 (4056925..4057224)///NC_000913.3 (3250077..3250376)///NC_002695.1 (3989709..3990008)"
0.999975947221547,0.487560958332008,0.729812810703463,-4.59835525375791,0.627764877414176,"dctA///dctA///dctA///ECs4408","C4-dicarboxylate transporter DctA///C4-dicarboxylate transporter DctA///C4-dicarboxylic acid, orotate and citrate transporter///C4-dicarboxylate transporter DctA","b3528","","carbohydrate catabolic process","organelle inner membrane///peptidoglycan-based cell wall","NC_004431.1 (4120884..4122170, complement)///NC_002655.2 (4491526..4492812, complement)///NC_000913.3 (3682161..3683447, complement)///NC_002695.1 (4424299..4425585, complement)"
0.999975947221547,0.487561039382434,0.729812670176772,-4.59835525523747,0.647630631389458,"c4909","hypothetical protein","c4909","","","","NC_004431.1 (4670670..4670996, complement)"
0.999975947221547,0.487646467600193,-0.729664561666308,-4.59835681450618,-0.373708809890376,"rplT///rplT///rplT///rplT","50S ribosomal protein L20///50S ribosomal protein L20///50S ribosomal subunit protein L20///50S ribosomal protein L20","b1716","structural constituent of ribosome","translation","cytoplasm","NC_004431.1 (1955361..1955717, complement)///NC_002655.2 (2474308..2474664, complement)///NC_000913.3 (1799393..1799749, complement)///NC_002695.1 (2399106..2399462, complement)"
0.999975947221547,0.487753880556179,0.729478361828246,-4.59835877446449,0.679514207427584,"ynbA///Z2319///ynbA///ECs2010","hypothetical protein///hypothetical protein///inner membrane protein///hypothetical protein","b1408","","","","NC_004431.1 (1671738..1672343)///NC_002655.2 (2094419..2095030, complement)///NC_000913.3 (1477621..1478226)///NC_002695.1 (1993454..1994059)"
0.999975947221547,0.487812769739065,0.729376289070968,-4.59835984873598,2.07464395724891,"ECs4944","DNA-binding protein","ECs4944","","","","NC_002695.1 (5041814..5042062)"
0.999975947221547,0.487999896523485,0.729051995131146,-4.59836326105269,0.786820861567037,"ydfB///Z1330///ydfB","hypothetical protein///hypothetical protein///Qin prophage; uncharacterized protein","c1408","","","","NC_004431.1 (1333160..1333330, complement)///NC_002655.2 (1256117..1256254, complement)///NC_000913.3 (1648665..1648793)"
0.999975947221547,0.488039376250785,0.728983586446808,-4.59836398072599,0.661146622105929,"wecD","TDP-fucosamine acetyltransferase","c4710","","","","NC_004431.1 (4474631..4475305)"
0.999975947221547,0.488291441766182,-0.72854690379237,-4.59836857354127,-1.75652377075133,"Z3695///ECs3301","hypothetical protein///hypothetical protein","Z3695","","","","NC_002655.2 (3341221..3342525)///NC_002695.1 (3271387..3272691)"
0.999975947221547,0.488334175190309,-0.728472886243788,-4.5983693518203,-0.6887397477437,"fadE","acyl coenzyme A dehydrogenase","b0221","","fatty acid oxidation","","NC_000913.3 (240859..243303, complement)"
0.999975947221547,0.488379224192253,-0.728394862510228,-4.59837017216028,-1.43653230732825,"kdtA///ECs4508","3-deoxy-D-manno-octulosonic-acid transferase///3-deoxy-D-manno-octulosonic-acid transferase","Z5057","","","","NC_002655.2 (4621382..4622659)///NC_002695.1 (4552399..4553676)"
0.999975947221547,0.488380252434793,0.728393081674892,-4.59837019088319,1.33503068746749,"yphF","ABC transporter periplasmic-binding protein","c3070","","","","NC_004431.1 (2941365..2942348, complement)"
0.999975947221547,0.488416108126389,-0.728330983961349,-4.59837084372974,-0.305811633673093,"ybhP///ybhP///ybhP///ECs0868","hypothetical protein///hypothetical protein///endo/exonuclease/phosphatase family protein///hypothetical protein","b0790","","DNA catabolic process","","NC_004431.1 (846358..847119, complement)///NC_002655.2 (947756..948517, complement)///NC_000913.3 (823736..824497, complement)///NC_002695.1 (946103..946864, complement)"
0.999975947221547,0.488418694367105,0.728326505020694,-4.59837089081621,0.457675746850894,"yciL///yciL///rluB///ECs1841","23S rRNA pseudouridylate synthase B///23S rRNA pseudouridylate synthase B///23S rRNA pseudouridine(2605) synthase///23S rRNA pseudouridylate synthase B","b1269","","RNA modification","","NC_004431.1 (1570452..1571327)///NC_002655.2 (2258742..2259614, complement)///NC_000913.3 (1326852..1327727)///NC_002695.1 (1827562..1828434)"
0.999975947221547,0.488555301632593,-0.728089945830441,-4.59837337742557,-0.895874788681246,"ybgD","putative fimbrial-like adhesin protein","b0719","","","pilus","NC_000913.3 (752229..752795, complement)"
0.999975947221547,0.48856672385301,-0.728070168226643,-4.59837358529227,-0.398694702764118,"c5270///c5271","hypothetical protein///hypothetical protein","c5270","","","","NC_004431.1 (5020333..5020500, complement)///NC_004431.1 (5020365..5020517, complement)"
0.999975947221547,0.488776818885337,0.727706441876991,-4.59837740738723,0.315178700740834,"sucC///sucC///sucC///sucC","succinyl-CoA synthetase subunit beta///succinyl-CoA synthetase subunit beta///succinyl-CoA synthetase, beta subunit///succinyl-CoA synthetase subunit beta","b0728","","tricarboxylic acid cycle","","NC_004431.1 (789408..790574)///NC_002655.2 (841132..842298)///NC_000913.3 (763014..764180)///NC_002695.1 (839478..840644)"
0.999975947221547,0.489030540986528,0.727267322077306,-4.59838201984736,0.291109382172568,"pldA///pldA///ECs4751","phospholipase A///outer membrane phospholipase A///phospholipase A","b3821","","phosphorus metabolic process","cell outer membrane///peptidoglycan-based cell wall","NC_002655.2 (4869936..4870805)///NC_000913.3 (4004862..4005731)///NC_002695.1 (4801172..4802041)"
0.999975947221547,0.489066521120984,-0.727205062855517,-4.59838267364389,-0.702276120864511,"fruB///fruB///fruB///ECs3061","bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein///bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein///fused fructose-specific PTS enzymes: IIA component/HPr component///bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein","b2169","","carbohydrate catabolic process","cytoplasm","NC_004431.1 (2552901..2554031, complement)///NC_002655.2 (3068562..3069692, complement)///NC_000913.3 (2262365..2263495, complement)///NC_002695.1 (2997294..2998424, complement)"
0.999975947221547,0.489232722223214,0.726917510887285,-4.59838569274744,0.658937649589458,"yecP///cmoB///ECs2581","hypothetical protein///tRNA (cmo5U34)-carboxymethyltransferase, carboxy-SAM-dependent///hypothetical protein","b1871","","","","NC_002655.2 (2630580..2631551)///NC_000913.3 (1953442..1954413)///NC_002695.1 (2555372..2556343)"
0.999975947221547,0.489446005327094,-0.726548593419119,-4.5983895648407,-1.67175690890253,"Z0078///ECs0073","hypothetical protein///hypothetical protein","Z0078","","","","NC_002655.2 (80672..81241)///NC_002695.1 (80671..81240)"
0.999975947221547,0.489452522442676,0.726537322360974,-4.59838968311686,1.8988682364425,"ECs1243","hypothetical protein","ECs1243","","","","NC_002695.1 (1304548..1304733)"
0.999975947221547,0.489540728819701,0.72638478300938,-4.59839128369982,0.290600921954169,"elaA///elaA///ECs3155","hypothetical protein///GNAT family putative N-acetyltransferase///hypothetical protein","b2267","","","","NC_002655.2 (3181551..3182012, complement)///NC_000913.3 (2381082..2381543, complement)///NC_002695.1 (3111595..3112056, complement)"
0.999975947221547,0.489578445648461,0.726319563020372,-4.59839196797192,0.638043694734431,"glmS///glmS///ECs4671","glucosamine--fructose-6-phosphate aminotransferase///L-glutamine:D-fructose-6-phosphate aminotransferase///glucosamine--fructose-6-phosphate aminotransferase","b3729","","O antigen biosynthetic process///amino sugar biosynthetic process///peptidoglycan biosynthetic process","cytoplasm///peptidoglycan-based cell wall","NC_002655.2 (4774265..4776094, complement)///NC_000913.3 (3911839..3913668, complement)///NC_002695.1 (4705284..4707113, complement)"
0.999975947221547,0.489607067492667,0.726270072272935,-4.59839248718634,1.24710353500818,"ybaW///ECs0497","hypothetical protein///hypothetical protein","Z0550","","","","NC_002655.2 (530469..530867)///NC_002695.1 (530466..530864)"
0.999975947221547,0.489614539105072,0.726257153230803,-4.59839262271752,0.788616858183985,"nadB///nadB///ECs3440","L-aspartate oxidase///quinolinate synthase, L-aspartate oxidase (B protein) subunit///L-aspartate oxidase","b2574","","NAD biosynthetic process","","NC_002655.2 (3500632..3502254)///NC_000913.3 (2710420..2712042)///NC_002695.1 (3430793..3432415)"
0.999975947221547,0.489684492766468,0.726136203729299,-4.5983938914889,1.46424505971218,"ygeV","sigma-54-dependent transcriptional regulator ygeV","c3447","","","","NC_004431.1 (3300449..3302227, complement)"
0.999975947221547,0.489809262880162,-0.725920504789116,-4.59839615380232,-0.758590795297469,"hmpA///hmpA///hmp///ECs3418","nitric oxide dioxygenase///nitric oxide dioxygenase///fused nitric oxide dioxygenase/dihydropteridine reductase 2///nitric oxide dioxygenase","b2552","","","","NC_004431.1 (2948684..2949874)///NC_002655.2 (3476039..3477229)///NC_000913.3 (2685835..2687025)///NC_002695.1 (3406201..3407391)"
0.999975947221547,0.490097628240623,-0.725422123903068,-4.59840137906288,-0.926615780617128,"chpS///chpS///ECs5202","antitoxin ChpS///antitoxin of the ChpBS toxin-antitoxin system///antitoxin ChpS","b4224","","","","NC_002655.2 (5333907..5334164)///NC_000913.3 (4448447..4448698)///NC_002695.1 (5303921..5304178)"
0.999975947221547,0.490106268551797,0.725407193826038,-4.59840153555585,0.52632869125857,"yhcQ///yhcQ///aaeA///ECs4114","p-hydroxybenzoic acid efflux subunit AaeA///p-hydroxybenzoic acid efflux subunit AaeA///p-hydroxybenzoic acid efflux system component///p-hydroxybenzoic acid efflux subunit AaeA","b3241","","","organelle inner membrane///peptidoglycan-based cell wall","NC_004431.1 (3811673..3812605, complement)///NC_002655.2 (4190649..4191578, complement)///NC_000913.3 (3388194..3389126, complement)///NC_002695.1 (4123431..4124360, complement)"
0.999975947221547,0.490117428956324,-0.725387909392099,-4.59840173768647,-1.11329805405535,"pyrD","dihydroorotate dehydrogenase 2","c1081","","","","NC_004431.1 (1048663..1049700)"
0.999975947221547,0.490233778454518,-0.725186882233598,-4.59840384452415,-2.17187751643676,"yceE///ECs1431","hypothetical protein///multidrug transporter","Z1688","","","","NC_002655.2 (1558491..1559558, complement)///NC_002695.1 (1473405..1474631, complement)"
0.999975947221547,0.490390489648934,-0.72491616768997,-4.59840668102729,-1.7743800289979,"ybgQ///ECs0743","outer membrane usher protein///hypothetical protein","Z0871","","","","NC_002655.2 (828310..830472, complement)///NC_002695.1 (826656..828827, complement)"
0.999975947221547,0.490474436507354,-0.724771174794197,-4.59840819991661,-0.597738784514377,"ydjK///Z2813///ydjK///ECs2484","metabolite transporter///transporter///putative MFS sugar transporter, membrane protein///transporter","b1775","","","organelle inner membrane///peptidoglycan-based cell wall","NC_004431.1 (2016080..2017459, complement)///NC_002655.2 (2535655..2537034, complement)///NC_000913.3 (1858850..1860229, complement)///NC_002695.1 (2460452..2461831, complement)"
0.999975947221547,0.490488616974577,-0.724746683904026,-4.59840845645144,-0.923443736494313,"yjfF///ECs5208","ABC transporter permease///ABC transporter permease","Z5841","","","","NC_002655.2 (5339073..5340044)///NC_002695.1 (5309087..5310058)"
0.999975947221547,0.490493230107361,0.724738716724984,-4.5984085399039,0.633282573833974,"c2356","hypothetical protein","c2356","","","","NC_004431.1 (2166801..2167730, complement)"
0.999975947221547,0.490520853580949,0.724691010216458,-4.59840903959295,0.323727479130335,"ycdX///ycdX///ycdX///ECs1411","hydrolase///hydrolase///alkaline phosphatase///hydrolase","b1034","","DNA-dependent DNA replication","","NC_004431.1 (1242377..1243114)///NC_002655.2 (1543104..1543841)///NC_000913.3 (1098879..1099616)///NC_002695.1 (1458019..1458756)"
0.999975947221547,0.490582871209299,0.724583910405812,-4.59841016129243,0.531233698180994,"hofF///gspF","general secretion pathway protein F///general secretory pathway component, cryptic","b3327","","","organelle inner membrane///peptidoglycan-based cell wall","NC_004431.1 (3891196..3892392)///NC_000913.3 (3459817..3461013)"
0.999975947221547,0.490599322377848,0.724555501943752,-4.59841045880508,1.91936245324432,"yehZ","hypothetical protein","c2661","","","","NC_004431.1 (2510271..2511188, complement)"
0.999975947221547,0.490649616042595,-0.724468656897203,-4.59841136825158,-0.6279824943324,"ppnK///ppnK///nadK///ppnK","inorganic polyphosphate/ATP-NAD kinase///inorganic polyphosphate/ATP-NAD kinase///NAD kinase///inorganic polyphosphate/ATP-NAD kinase","b2615","","","","NC_004431.1 (3013417..3014295)///NC_002655.2 (3540689..3541567)///NC_000913.3 (2750831..2751709)///NC_002695.1 (3470840..3471718)"
0.999975947221547,0.490721804761829,0.724344014476259,-4.59841267337319,0.498978017022576,"cpxR///cpxR///cpxR///ECs4838","DNA-binding transcriptional regulator CpxR///DNA-binding transcriptional regulator CpxR///response regulator in two-component regulatory system with CpxA///CpxR family transcriptional regulator","b3912","","xenobiotic metabolic process","cytoplasm","NC_004431.1 (4624630..4625328, complement)///NC_002655.2 (4973696..4974394, complement)///NC_000913.3 (4104972..4105670, complement)///NC_002695.1 (4904932..4905630, complement)"
0.999975947221547,0.490827300505917,-0.724161884939457,-4.59841458013874,-0.361306538956535,"recX///recX///recX///recX","recombination regulator RecX///recombination regulator RecX///regulatory protein for RecA///recombination regulator RecX","b2698","","","","NC_004431.1 (3104607..3105107, complement)///NC_002655.2 (3613359..3613859, complement)///NC_000913.3 (2822139..2822639, complement)///NC_002695.1 (3546067..3546567, complement)"
0.999975947221547,0.490846147612387,0.724129349672218,-4.59841492072221,1.61825006620086,"c2402","hypothetical protein","c2402","","","","NC_004431.1 (2206262..2206399, complement)"
0.999975947221547,0.491050494076081,-0.723776643810355,-4.59841861216522,-0.717901929308107,"hupA///hupA///hupA///ECs4923","transcriptional regulator HU subunit alpha///transcriptional regulator HU subunit alpha///HU, DNA-binding transcriptional regulator, alpha subunit///transcriptional regulator HU subunit alpha","b4000","","","cytoplasm","NC_004431.1 (4731488..4731760)///NC_002655.2 (5077852..5078124)///NC_000913.3 (4200281..4200553)///NC_002695.1 (5009106..5009378)"
0.999975947221547,0.491250530519296,-0.723431469462249,-4.59842222349108,-0.599840096391375,"yigL///Z5347///ECs4756","pyridoxal phosphate phosphatase///sugar phosphatase///sugar phosphatase","Z5347","","","","NC_000913.3 (4010200..4011000)///NC_002655.2 (4875157..4876074)///NC_002695.1 (4806510..4807310)"
0.999975947221547,0.491362501745574,0.723238296540217,-4.59842424397088,0.357983499841787,"asd///asd///asd///ECs4278","aspartate-semialdehyde dehydrogenase///aspartate-semialdehyde dehydrogenase///aspartate-semialdehyde dehydrogenase, NAD(P)-binding///aspartate-semialdehyde dehydrogenase","b3433","","homoserine biosynthetic process///lysine biosynthetic process via diaminopimelate///methionine biosynthetic process///threonine biosynthetic process","","NC_004431.1 (4009760..4010863, complement)///NC_002655.2 (4356797..4357900, complement)///NC_000913.3 (3573775..3574878, complement)///NC_002695.1 (4289575..4290678, complement)"
0.999975947221547,0.49154838449152,-0.722917674456267,-4.59842759661295,-0.497032649403222,"flgK///flgK///flgK///flgK","flagellar hook-associated protein FlgK///flagellar hook-associated protein FlgK///flagellar hook-filament junction protein 1///flagellar hook-associated protein FlgK","b1082","","protein folding///taxis","","NC_004431.1 (1281879..1283522)///NC_002655.2 (1582571..1584214)///NC_000913.3 (1138378..1140021)///NC_002695.1 (1497485..1499128)"
0.999975947221547,0.491725731141792,0.722611849319401,-4.59843079349958,0.383372265678458,"yhfL///yhfL///yhfL///ECs4220","hypothetical protein///hypothetical protein///small lipoprotein///hypothetical protein","b3369","","","","NC_004431.1 (3930841..3931008)///NC_002655.2 (4286584..4286751)///NC_000913.3 (3499448..3499615)///NC_002695.1 (4219362..4219529)"
0.999975947221547,0.491981352838634,-0.722171168826111,-4.59843539830494,-0.323819931902989,"ahpF///ahpF///ahpF///ECs0645","alkyl hydroperoxide reductase///alkyl hydroperoxide reductase///alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding///alkyl hydroperoxide reductase","c0695","","xenobiotic metabolic process","","NC_004431.1 (681648..683243)///NC_002655.2 (720859..722454)///NC_000913.3 (639753..641318)///NC_002695.1 (721077..722672)"
0.999975947221547,0.491983939095084,-0.722166710993678,-4.59843544487554,-1.98448595169791,"c3648///c2500","hypothetical protein///hypothetical protein","c3648","","","","NC_004431.1 (3484397..3484966, complement)///NC_004431.1 (2339266..2339871, complement)"
0.999975947221547,0.492092398636741,0.721979777068881,-4.598437397566,0.730521062859674,"rpsR///rpsR///rpsR///rpsR","30S ribosomal protein S18///30S ribosomal protein S18///30S ribosomal subunit protein S18///30S ribosomal protein S18","b4202","structural constituent of ribosome","translation","cytoplasm","NC_004431.1 (5033907..5034134)///NC_002655.2 (5309551..5309778)///NC_000913.3 (4425839..4426066)///NC_002695.1 (5279565..5279792)"
0.999975947221547,0.4923834759952,-0.721478226823795,-4.59844263484647,-0.891654517454939,"ilvY","DNA-binding transcriptional regulator IlvY","c4695","","","","NC_004431.1 (4457912..4458886, complement)"
0.999975947221547,0.492534867783155,-0.721217442314392,-4.59844535693747,-0.526488183783748,"yfgB///yfgB///rlmN///ECs3379","ribosomal RNA large subunit methyltransferase N///ribosomal RNA large subunit methyltransferase N///dual specificity 23S rRNA m(2)A2503, tRNA m(2)A37 methyltransferase, SAM-dependent///ribosomal RNA large subunit methyltransferase N","b2517","","","","NC_004431.1 (2911749..2912903, complement)///NC_002655.2 (3429106..3430260, complement)///NC_000913.3 (2643129..2644283, complement)///NC_002695.1 (3359270..3360424, complement)"
0.999975947221547,0.492759175938372,0.720831149022077,-4.59844938775501,0.41926944204743,"yfaV///Z3504///rhmT///ECs3131","transport protein YfaV///transporter///putative L-rhamnonate transporter///hypothetical protein","ECs3131","","","organelle inner membrane///peptidoglycan-based cell wall","NC_004431.1 (2645245..2646573, complement)///NC_002655.2 (3159332..3160660, complement)///NC_000913.3 (2358863..2360152, complement)///NC_002695.1 (3088063..3088815, complement)"
